Nome,CPF,Endereço,Telefone,Email,Endereço coleta,Endereço entrega,Peso (kg),Volume (m³),Prioridade
Maria Júlia Ferreira,66400231808,"Chácara Theo Alves, 74
Santana Do Cafezal
16572-260 Cavalcante / RS",0300-274-6991,elisapereira@example.com,"Chácara Theo Alves, 74
Santana Do Cafezal
16572-260 Cavalcante / RS","Distrito Costela, 65
Vila São Dimas
24937-326 da Cunha da Mata / GO",10000,3,sim
Ana Vieira,77590274860,"Área Benjamim Rezende, 5
Piraja
46790574 Pacheco / PI",(084) 9043 5076,jrios@example.net,"Área Benjamim Rezende, 5
Piraja
46790574 Pacheco / PI","Estação Mariah Machado, 89
Vila Nova Dos Milionarios
15569063 Montenegro / PR",3000,2,não
Dr. Paulo Rezende,84504827980,"Colônia Lorenzo Brito, 90
Nova Cachoeirinha
41586067 Barbosa / MA",61 4877 6004,almeidathales@example.com,"Colônia Lorenzo Brito, 90
Nova Cachoeirinha
41586067 Barbosa / MA","Favela Paulo Ferreira, 284
São Damião
55916-415 Moraes da Serra / RN",2000,5,sim
Evelyn Pastor,86530696234,"Alameda Maria Flor Vieira, 79
Céu Azul
66661-802 Monteiro Alegre / AP",(021) 4673 9909,gustavo33@example.org,"Alameda Maria Flor Vieira, 79
Céu Azul
66661-802 Monteiro Alegre / AP","Recanto Ana Carolina Rios, 83
Marmiteiros
70252511 Cavalcanti da Prata / AP",5000,4,sim
Heloísa da Rocha,13371999907,"Trecho Silveira, 76
Maria Helena
02960-936 Castro / PI",51 5287 9295,barroscaroline@example.net,"Trecho Silveira, 76
Maria Helena
02960-936 Castro / PI","Aeroporto Paulo Fernandes, 5
Cenaculo
14403-281 Moura Verde / ES",7000,3,sim
João Felipe Sampaio,97939534890,"Fazenda Thales Duarte, 48
Dona Clara
25860-888 Pastor do Galho / GO",+55 84 2387 9816,valbuquerque@example.org,"Fazenda Thales Duarte, 48
Dona Clara
25860-888 Pastor do Galho / GO","Colônia Brenda Aparecida, 55
Vila Inestan
23665-990 Pacheco do Sul / TO",6000,4,não
Dra. Maria Júlia Pastor,10746665349,"Lago de Rocha, 96
Alto Dos Pinheiros
30487-228 Dias / SC",41 0060-5645,diegooliveira@example.net,"Lago de Rocha, 96
Alto Dos Pinheiros
30487-228 Dias / SC","Avenida de Borges, 73
Vila Jardim São José
75232383 Pastor / PE",5000,1,não
Diogo Teixeira,21142194530,"Praça Natália Pires, 400
Santo Agostinho
72959-626 Novais / AP",+55 (061) 9061-8510,fernandesana-laura@example.org,"Praça Natália Pires, 400
Santo Agostinho
72959-626 Novais / AP","Lagoa Juliana Vasconcelos
Vila Petropolis
56780608 Sá de Goiás / SE",2000,3,sim
Dr. Lorenzo Sousa,83306730300,"Chácara João Gabriel Fernandes, 458
Jardim Felicidade
34148114 Duarte / PB",+55 (084) 3304-9222,thiagomelo@example.org,"Chácara João Gabriel Fernandes, 458
Jardim Felicidade
34148114 Duarte / PB","Conjunto Zoe Fogaça, 22
Alto Vera Cruz
05072056 Castro de Monteiro / AM",7000,4,sim
Yan da Costa,22722219980,"Praia de Moreira, 999
Fazendinha
03323-423 Santos / MA",(051) 1223 2798,jalves@example.net,"Praia de Moreira, 999
Fazendinha
03323-423 Santos / MA","Passarela Fernanda Correia, 217
Braúnas
23130842 Albuquerque das Flores / DF",4000,1,não
Raul Cardoso,35108760164,"Área Pereira, 18
Santo Antônio
42865290 Pimenta / BA",+55 (071) 7166 6374,rodriguesheloisa@example.org,"Área Pereira, 18
Santo Antônio
42865290 Pimenta / BA","Via Siqueira
Vale Do Jatoba
01196738 da Conceição da Prata / AP",6000,3,sim
Erick Sá,36463087531,"Estação Azevedo, 47
Barro Preto
46247-050 Sales da Praia / CE",0800-654-8020,fcunha@example.net,"Estação Azevedo, 47
Barro Preto
46247-050 Sales da Praia / CE","Trecho Pinto, 94
Saudade
42558655 Santos de Minas / AP",3000,3,sim
Heloísa Rodrigues,90640132923,"Viaduto Albuquerque, 217
São João Batista
57078352 Peixoto / DF",+55 71 2131-4268,caldeiralais@example.com,"Viaduto Albuquerque, 217
São João Batista
57078352 Peixoto / DF","Praia de Melo
Floramar
39845453 Rocha de da Cunha / PI",7000,3,sim
Dr. Luiz Henrique Silva,55728846932,"Esplanada Sabrina Melo, 578
Jardim Felicidade
06325794 Marques da Serra / MG",0900-664-2308,pedro-lucasmartins@example.org,"Esplanada Sabrina Melo, 578
Jardim Felicidade
06325794 Marques da Serra / MG","Praça Machado, 66
Vila Nova Paraíso
42372-487 Freitas / PI",6000,4,sim
Heloísa Câmara,62668870884,"Aeroporto Zoe Cavalcante, 35
Vila Real 2ª Seção
55919-411 Carvalho / CE",21 8969 8309,amanda65@example.net,"Aeroporto Zoe Cavalcante, 35
Vila Real 2ª Seção
55919-411 Carvalho / CE","Aeroporto Ana Lívia Azevedo, 90
Renascença
06446-785 Duarte / RO",2000,5,não
Bruna Santos,79322036000,"Vereda Ramos, 1
Satelite
94155966 Vasconcelos do Campo / SE",41 9019-3173,liz37@example.com,"Vereda Ramos, 1
Satelite
94155966 Vasconcelos do Campo / SE","Largo Marcela Casa Grande
Bandeirantes
46451591 Fogaça / AM",9000,4,não
Aurora Azevedo,77857051512,"Lagoa Cassiano, 552
Novo Ouro Preto
21133-097 Duarte / PA",0500 179 8902,mnovais@example.net,"Lagoa Cassiano, 552
Novo Ouro Preto
21133-097 Duarte / PA","Residencial Gustavo Henrique Araújo, 3
Grotinha
16458-018 da Paz / SC",5000,1,não
Ravy Ferreira,65012906275,"Estação de da Luz
Floramar
84264-012 Vasconcelos / RN",(084) 7957 4568,kda-paz@example.com,"Estação de da Luz
Floramar
84264-012 Vasconcelos / RN","Campo Sá
Outro
45229-247 Porto de Farias / MA",8000,5,sim
Jade Cirino,86881005608,"Estrada Freitas, 85
Vila Antena Montanhês
15890-218 Lopes / ES",(051) 6661-6474,caldeiradavi-miguel@example.org,"Estrada Freitas, 85
Vila Antena Montanhês
15890-218 Lopes / ES","Favela de Caldeira, 62
Belmonte
56082746 Pereira / SC",5000,2,sim
Gustavo Cavalcante,58492521508,"Estação de Leão, 14
Boa Vista
64552-461 da Paz / PA",0500 923 8555,eduardo23@example.org,"Estação de Leão, 14
Boa Vista
64552-461 da Paz / PA","Jardim Andrade
Engenho Nogueira
95637-640 Mendes / AL",2000,4,não
Sra. Raquel Albuquerque,01619895600,"Feira de Fogaça, 93
Mala E Cuia
07683-008 Brito / RO",+55 84 8760 8681,isadora69@example.net,"Feira de Fogaça, 93
Mala E Cuia
07683-008 Brito / RO","Estrada Moreira, 73
Conjunto Providencia
26187-580 Macedo Verde / CE",2000,5,não
Júlia Guerra,76942838822,"Aeroporto Beatriz Rios, 74
Tres Marias
44484-891 da Mota de Oliveira / MS",(051) 1252-6973,dda-paz@example.org,"Aeroporto Beatriz Rios, 74
Tres Marias
44484-891 da Mota de Oliveira / MS","Residencial de Garcia
Jardim Leblon
04337-181 Siqueira / RR",3000,5,não
Dom Dias,32473397105,"Loteamento de da Rosa
Pompéia
61590-383 Andrade / MT",31 5051-1920,yurioliveira@example.com,"Loteamento de da Rosa
Pompéia
61590-383 Andrade / MT","Colônia de Almeida
Gutierrez
23162150 Barros / PE",3000,3,não
Dra. Bella Pacheco,27630422600,"Distrito de Lopes, 831
Santo André
74475918 Ferreira da Mata / TO",+55 51 1569 3021,elisa19@example.com,"Distrito de Lopes, 831
Santo André
74475918 Ferreira da Mata / TO","Rodovia Bryan Martins
Goiania
81542-569 das Neves / GO",6000,3,sim
Sra. Maria Luísa Aparecida,31773742012,"Passarela Augusto da Paz, 35
Vila Jardim Montanhes
25608-744 Novaes da Serra / MG",+55 41 9132 5715,da-rosathomas@example.org,"Passarela Augusto da Paz, 35
Vila Jardim Montanhes
25608-744 Novaes da Serra / MG","Lagoa Gabriela Porto, 6
Vila Das Oliveiras
77574979 Nunes da Prata / RN",6000,1,sim
Anthony Gabriel Leão,60137970134,"Aeroporto Gabrielly Araújo, 42
Jatobá
22241491 Borges da Mata / RJ",0900-542-8562,bellaoliveira@example.org,"Aeroporto Gabrielly Araújo, 42
Jatobá
22241491 Borges da Mata / RJ","Estação Benício Leão
Jardim Alvorada
26715472 Rios / RS",6000,5,não
Dra. Maria Laura Pacheco,41029617983,"Esplanada Théo Vargas, 35
Palmares
20756183 Pinto / RS",0900 991 8607,amanda75@example.com,"Esplanada Théo Vargas, 35
Palmares
20756183 Pinto / RS","Lago Jesus, 73
Varzea Da Palma
30128641 Nogueira / PE",8000,5,não
Mariana Garcia,88362156612,"Núcleo Campos
Vila São Gabriel
36369-474 Pinto da Mata / AM",+55 (084) 0244 9909,davisouza@example.com,"Núcleo Campos
Vila São Gabriel
36369-474 Pinto da Mata / AM","Vale de Leão, 350
Alpes
22428254 Andrade Verde / AP",3000,5,sim
Srta. Alexia Oliveira,56953996882,"Rua Allana Silveira, 109
Buritis
30117-669 Rios / CE",(041) 3907 5769,bteixeira@example.org,"Rua Allana Silveira, 109
Buritis
30117-669 Rios / CE","Estrada de Cardoso, 27
Monte Azul
82453804 Sousa do Amparo / BA",3000,1,não
Raquel Cunha,61207955103,"Recanto Alves, 270
Pompéia
21993477 Martins de Siqueira / RN",+55 (031) 0536 0651,sajoao-guilherme@example.com,"Recanto Alves, 270
Pompéia
21993477 Martins de Siqueira / RN","Passarela Pedro Miguel Freitas, 45
Sagrada Família
55394014 Almeida / RN",3000,4,sim
Vitor Sá,18569331216,"Núcleo Maria Rodrigues, 8
Jardim Guanabara
55367-300 Ferreira / RN",+55 41 8693 0549,aparecidastephany@example.com,"Núcleo Maria Rodrigues, 8
Jardim Guanabara
55367-300 Ferreira / RN","Esplanada Anthony Pereira, 49
Aparecida 7ª Seção
47437-579 Pastor / RN",4000,3,não
Ryan Sampaio,22896650880,"Fazenda de Sampaio, 15
Jardim Atlântico
45391-139 Cavalcanti Alegre / AP",(051) 7281 2726,qmachado@example.net,"Fazenda de Sampaio, 15
Jardim Atlântico
45391-139 Cavalcanti Alegre / AP","Alameda Enzo Gabriel Nogueira
Novo Das Industrias
07849645 Cirino de Lima / AL",5000,5,não
Caio Sampaio,61471354906,"Trecho Araújo, 39
São Gabriel
74523-887 Vieira / MT",+55 71 5902-4315,melissa75@example.net,"Trecho Araújo, 39
São Gabriel
74523-887 Vieira / MT","Chácara Pacheco, 8
Cidade Nova
20584616 Borges / AC",4000,1,sim
Sofia Gonçalves,38460542166,"Recanto Machado, 6
Pongelupe
95965-846 da Luz / MA",+55 21 9162-0389,gabriela80@example.com,"Recanto Machado, 6
Pongelupe
95965-846 da Luz / MA","Loteamento Moreira, 26
Flamengo
23870144 Monteiro / RJ",4000,5,não
Thales Garcia,20368838004,"Via de Marques
Vila Santa Monica 2ª Seção
71587-787 Barbosa / PA",+55 31 3010-2576,psa@example.net,"Via de Marques
Vila Santa Monica 2ª Seção
71587-787 Barbosa / PA","Ladeira Heitor Freitas, 65
Pilar
84504-098 Rodrigues / MG",1000,1,não
Camila Barbosa,86584542580,"Via de Pires, 5
Vila De Sá
47380845 Sampaio da Praia / SP",+55 61 3753 4434,clarice88@example.org,"Via de Pires, 5
Vila De Sá
47380845 Sampaio da Praia / SP","Favela Beatriz Alves, 726
Lindéia
51691-104 Brito / AL",3000,1,sim
Igor Gomes,03673330743,"Vale Cunha, 39
Gutierrez
61367-680 Carvalho de Barros / RN",(021) 0988 1532,anthony01@example.org,"Vale Cunha, 39
Gutierrez
61367-680 Carvalho de Barros / RN","Rodovia de Câmara, 16
Santa Margarida
35731-744 Brito / AM",3000,5,sim
Davi Lucas Oliveira,61808627700,"Jardim da Cruz, 56
Primeiro De Maio
19688459 Mendes do Galho / RJ",+55 (021) 5070-6459,roliveira@example.net,"Jardim da Cruz, 56
Primeiro De Maio
19688459 Mendes do Galho / RJ","Chácara Lopes, 44
Marieta 1ª Seção
57719577 da Paz do Amparo / AL",8000,3,não
Gustavo Henrique Sampaio,40334305044,"Sítio Joana Melo
Paulo Vi
86528273 Santos de Pereira / RN",61 8704 1505,alexia86@example.com,"Sítio Joana Melo
Paulo Vi
86528273 Santos de Pereira / RN","Recanto Silva, 73
São Bento
40229303 Machado das Pedras / AL",2000,2,não
Allana da Conceição,11578760720,"Conjunto Cunha, 42
Conjunto Lagoa
39763-904 Pastor de Goiás / RJ",81 8024-0234,da-rosaamanda@example.com,"Conjunto Cunha, 42
Conjunto Lagoa
39763-904 Pastor de Goiás / RJ","Jardim de da Mota, 837
Vila Nova Cachoeirinha 3ª Seção
65878-290 Duarte do Campo / PI",3000,2,sim
Sra. Ana Júlia Cassiano,54118534861,"Núcleo de Silveira, 21
Santa Margarida
94383002 Albuquerque / PR",71 9973-4260,albuquerquemelina@example.net,"Núcleo de Silveira, 21
Santa Margarida
94383002 Albuquerque / PR","Estrada de Pereira, 955
Nossa Senhora Da Conceição
71931-725 Abreu / ES",10000,2,sim
Henry Azevedo,61331473263,"Vereda Barbosa, 22
Buritis
95156477 da Mota / GO",+55 (041) 7591 1308,kgarcia@example.net,"Vereda Barbosa, 22
Buritis
95156477 da Mota / GO","Fazenda Martins, 83
Vila Mantiqueira
25476814 das Neves das Flores / SP",2000,4,sim
Joaquim Barros,18694822040,"Campo Peixoto, 39
Piratininga
66777-306 da Cunha do Oeste / SP",+55 61 6741-6773,ymendonca@example.org,"Campo Peixoto, 39
Piratininga
66777-306 da Cunha do Oeste / SP","Esplanada Lima, 2
Aguas Claras
13750-100 da Conceição / RJ",10000,3,não
Dr. Pedro Lucas Santos,17690893491,"Estrada de Aparecida, 76
Nova Suíça
88721-835 Mendes / TO",51 9728 6582,monteiromatteo@example.net,"Estrada de Aparecida, 76
Nova Suíça
88721-835 Mendes / TO","Setor de Pires, 51
Mariquinhas
25395-746 Vieira de da Costa / RN",3000,4,não
Emanuel Mendes,62096385465,"Núcleo Cirino
Casa Branca
97627-686 Carvalho / AM",(084) 5834 1092,maria-luizasampaio@example.net,"Núcleo Cirino
Casa Branca
97627-686 Carvalho / AM","Fazenda Vargas, 13
São Marcos
36730160 da Rocha Alegre / PA",8000,1,não
Vinícius Souza,54543610465,"Parque de Ferreira, 29
Castelo
20219-540 Duarte das Flores / RO",21 0295 0597,xdas-neves@example.com,"Parque de Ferreira, 29
Castelo
20219-540 Duarte das Flores / RO","Alameda Breno Gonçalves, 95
Vila Da Amizade
11132447 Peixoto / RS",9000,3,sim
Srta. Lorena Lopes,42914038793,"Vereda Kamilly Teixeira, 50
Alto Das Antenas
64871150 Porto / SP",+55 21 0637-4431,amontenegro@example.net,"Vereda Kamilly Teixeira, 50
Alto Das Antenas
64871150 Porto / SP","Sítio Marina Casa Grande, 78
Vila São Dimas
98449444 Castro da Mata / PB",7000,3,não
Dr. João Gabriel Pinto,43273621746,"Rua de Cunha, 8
Cardoso
20952-423 Vieira da Praia / GO",(011) 6813 8467,ana-juliaazevedo@example.net,"Rua de Cunha, 8
Cardoso
20952-423 Vieira da Praia / GO","Loteamento Rios, 82
Monsenhor Messias
93176-093 Novaes da Praia / DF",6000,1,sim
Rebeca Rodrigues,50718084202,"Passarela da Cruz, 7
Sion
66995471 Campos / AC",+55 (051) 3566 2611,xda-rosa@example.com,"Passarela da Cruz, 7
Sion
66995471 Campos / AC","Morro de Mendonça, 72
Cidade Jardim
22102-706 Andrade do Galho / AM",10000,1,sim
Srta. Eloá Barros,94699668057,"Alameda Laís Garcia
Vila Tirol
99767-902 Aparecida do Amparo / PA",0300-400-9733,maria-isis47@example.net,"Alameda Laís Garcia
Vila Tirol
99767-902 Aparecida do Amparo / PA","Viela de Souza
Tupi A
15996-428 Fernandes / MS",3000,3,não
Bella Fogaça,38342606907,"Loteamento Danilo Melo, 5
Vila Nova Dos Milionarios
71881665 Cirino de Camargo / PI",+55 (081) 0448 4754,catarinacamargo@example.com,"Loteamento Danilo Melo, 5
Vila Nova Dos Milionarios
71881665 Cirino de Camargo / PI","Parque João Miguel Silva, 8
Vila Das Oliveiras
65021225 Ribeiro / MA",5000,1,não
Apollo Pacheco,40713618085,"Lago Abreu, 56
Nova Esperança
44678011 Montenegro / BA",81 1645-0368,isabela29@example.com,"Lago Abreu, 56
Nova Esperança
44678011 Montenegro / BA","Lagoa de Barbosa, 38
Esplanada
67559447 Pereira de Fernandes / PA",6000,2,sim
Benjamin Albuquerque,05415393961,"Morro Alexia Garcia, 9
São Benedito
41064956 Aparecida / RJ",+55 (061) 2093-5965,rioshenry-gabriel@example.org,"Morro Alexia Garcia, 9
São Benedito
41064956 Aparecida / RJ","Passarela de Sousa, 2
Xangri-Lá
38706-903 Araújo da Mata / MA",9000,5,não
Léo Caldeira,00605155033,"Residencial de Sampaio, 91
Floramar
01002902 Cunha da Mata / MS",(021) 5312-8255,eramos@example.com,"Residencial de Sampaio, 91
Floramar
01002902 Cunha da Mata / MS","Conjunto de Gomes, 63
Esplanada
95016-154 Silva Grande / MT",4000,3,sim
Thales Aragão,55533251297,"Feira Nunes, 3
Virgínia
65403-527 Rezende / CE",81 6767 6476,kevinmartins@example.net,"Feira Nunes, 3
Virgínia
65403-527 Rezende / CE","Pátio de Montenegro, 7
Dom Silverio
56378-252 Ramos / PR",9000,3,não
Alexia da Rosa,95069872709,"Passarela de Vieira
Taquaril
21279247 Araújo / MA",+55 21 9957-5804,qsouza@example.net,"Passarela de Vieira
Taquaril
21279247 Araújo / MA","Praça Cauê das Neves, 4
Xodo-Marize
36781-109 Cavalcanti de Sá / MS",6000,3,sim
Maria Liz Pereira,74556699500,"Lagoa Maria Alice Siqueira, 55
Independência
76209397 Machado / PE",61 6328 1167,erickbrito@example.com,"Lagoa Maria Alice Siqueira, 55
Independência
76209397 Machado / PE","Avenida Alice Guerra, 246
Vila De Sá
40670-124 Ribeiro dos Dourados / ES",3000,2,sim
Alana Carvalho,16174711195,"Estação Moraes, 64
Fernão Dias
97158577 Vieira da Prata / GO",31 4603 3899,monteiroluana@example.org,"Estação Moraes, 64
Fernão Dias
97158577 Vieira da Prata / GO","Feira Silva, 34
Vila Nova Cachoeirinha 2ª Seção
50969923 Novaes do Galho / PR",6000,4,sim
Gabriela Lopes,89801194881,"Aeroporto de Martins, 53
Vila São Gabriel Jacui
39622718 Pacheco / BA",51 6672 6943,zvasconcelos@example.org,"Aeroporto de Martins, 53
Vila São Gabriel Jacui
39622718 Pacheco / BA","Loteamento Cirino
Jardim Alvorada
00397-279 Ribeiro / RS",9000,4,sim
Zoe Barbosa,37303009462,"Estrada Davi Marques, 98
Vila Da Amizade
62444220 Caldeira da Serra / SE",(031) 5612 7910,aragaofelipe@example.com,"Estrada Davi Marques, 98
Vila Da Amizade
62444220 Caldeira da Serra / SE","Aeroporto Renan Cassiano, 783
Fernão Dias
20277-599 da Rosa da Praia / AL",6000,1,sim
Caroline Nunes,58463796801,"Morro de Souza, 46
Jardim Felicidade
08541659 Macedo / PA",(011) 4214 9757,wnovaes@example.org,"Morro de Souza, 46
Jardim Felicidade
08541659 Macedo / PA","Recanto Cauê Castro, 2
Parque São José
17173-132 Andrade do Campo / SP",3000,4,sim
Ana Júlia Sousa,54282386408,"Vila Campos
Apolonia
97420-291 Almeida / PA",+55 51 8910 1455,vasconcelosluna@example.com,"Vila Campos
Apolonia
97420-291 Almeida / PA","Condomínio de Farias, 398
Suzana
16150-292 Ramos do Norte / DF",10000,2,não
Yago da Mota,39070553907,"Via Rodrigues, 1
Santa Rosa
16145-468 Farias do Campo / PR",+55 84 4120-8666,theo88@example.org,"Via Rodrigues, 1
Santa Rosa
16145-468 Farias do Campo / PR","Setor de Aparecida, 22
Pilar
87865172 Vargas / BA",3000,5,não
Mariana Machado,00944842951,"Recanto de Nascimento, 67
Barroca
43379-348 Pires / AL",0900 409 2134,qdas-neves@example.com,"Recanto de Nascimento, 67
Barroca
43379-348 Pires / AL","Conjunto Davi Lucca Dias, 31
Bernadete
60932227 Pereira / PI",10000,4,sim
Jade Garcia,68108104713,"Condomínio João Gabriel Almeida, 92
Vila Maloca
44307456 Martins / RS",+55 21 5613 5952,benicio36@example.net,"Condomínio João Gabriel Almeida, 92
Vila Maloca
44307456 Martins / RS","Vereda de Camargo, 64
Serra Verde
97246183 Souza do Galho / PR",7000,5,sim
Renan Novais,43347652034,"Distrito de Mendes, 80
Novo Glória
27403-313 Gomes de Pimenta / GO",11 1162-3294,milenaferreira@example.org,"Distrito de Mendes, 80
Novo Glória
27403-313 Gomes de Pimenta / GO","Lago Kamilly Duarte, 57
Oeste
99958-534 Pastor / PA",3000,2,sim
Srta. Jade Abreu,88666108952,"Aeroporto Moura, 3
Vila Formosa
47084-798 Vasconcelos / BA",0300 035 4716,luizanovais@example.com,"Aeroporto Moura, 3
Vila Formosa
47084-798 Vasconcelos / BA","Fazenda Zoe Vieira, 50
Vila Independencia 2ª Seção
04855701 Rios do Oeste / PB",2000,2,não
João Miguel Duarte,81218750054,"Rua Luigi Borges, 5
Cidade Nova
89037-633 Costela Paulista / DF",+55 (041) 7899 9796,sduarte@example.com,"Rua Luigi Borges, 5
Cidade Nova
89037-633 Costela Paulista / DF","Lagoa Nicole Carvalho, 9
Universo
17103-919 Farias / CE",3000,2,não
Ayla Cardoso,01197383682,"Trevo Vargas, 38
Lagoinha
99106-884 Rios / AL",(071) 0393-1365,claricepastor@example.net,"Trevo Vargas, 38
Lagoinha
99106-884 Rios / AL","Parque de Pinto, 98
Ademar Maldonado
39356235 Moraes / BA",4000,4,não
Ester Almeida,28105507780,"Residencial da Mata, 88
Jardim São José
60870041 Araújo / RJ",+55 (061) 3143 3372,ovieira@example.net,"Residencial da Mata, 88
Jardim São José
60870041 Araújo / RJ","Vale Maitê Pereira, 1
Vila Esplanada
63704-385 Mendes / MT",8000,2,sim
Srta. Sabrina Macedo,32224489225,"Chácara Maria Isis Moura, 51
Vila Ecológica
28586-744 Almeida Paulista / RR",+55 21 0469 6044,andradehadassa@example.net,"Chácara Maria Isis Moura, 51
Vila Ecológica
28586-744 Almeida Paulista / RR","Núcleo Hellena Fernandes, 52
Conjunto Lagoa
09457961 Garcia Paulista / RS",4000,5,não
Pedro Henrique Barros,76871700328,"Loteamento Bruno da Mota
Atila De Paiva
00204311 Casa Grande da Praia / SE",21 2411 4903,icirino@example.net,"Loteamento Bruno da Mota
Atila De Paiva
00204311 Casa Grande da Praia / SE","Fazenda de Correia, 650
Cidade Jardim Taquaril
02743-087 Cirino do Amparo / PB",1000,1,não
Isabelly Camargo,81443937241,"Recanto Rocha, 37
Biquinhas
24492710 Câmara da Praia / AL",84 3032-9568,tsilva@example.com,"Recanto Rocha, 37
Biquinhas
24492710 Câmara da Praia / AL","Estação de Gonçalves, 49
Taquaril
99096-528 da Cunha de Sales / PB",5000,5,não
Dr. Lucca Jesus,61968215554,"Esplanada Dom Moura, 89
Vila Jardim Montanhes
89364787 da Rosa de Macedo / MG",+55 (061) 1252-8288,matheusda-cunha@example.org,"Esplanada Dom Moura, 89
Vila Jardim Montanhes
89364787 da Rosa de Macedo / MG","Viaduto Cauã Ribeiro, 8
Cidade Jardim Taquaril
25033451 Nascimento / MA",6000,4,não
